ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,IS_PENSIONER,EMPLOYMENT_YEARS,INCOME_PER_FAMILY_MEMBER,INCOME_BAND,TARGET
5017600,M,Y,Y,0,120411.36,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Core staff,2,50.7,0,3.2,60205.68,Medium,1
5017601,F,N,Y,2,79484.79,Working,Higher education,Married,House / apartment,0,1,1,Core staff,4,48.9,0,5.2,19871.2,Low,1
5017602,M,N,Y,0,103002.56,Working,Secondary / secondary special,Single / not married,Office apartment,0,0,0,Cooking staff,1,45.2,0,0.4,103002.56,Medium,0
5017603,F,N,N,0,91430.86,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,28.2,0,11.8,45715.43,Low,1
5017604,M,Y,N,0,84410.43,Pensioner,Higher education,Married,With parents,0,1,0,Core staff,2,44.5,1,0.0,42205.22,Low,0
5017605,M,N,N,0,115938.9,Pensioner,Secondary / secondary special,Married,With parents,1,0,0,High skill tech staff,2,55.2,1,0.0,57969.45,Medium,0
5017606,M,N,Y,0,109209.9,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,High skill tech staff,1,31.1,0,0.5,109209.9,Medium,0
5017607,F,Y,N,0,41640.72,Working,Secondary / secondary special,Widow,Office apartment,0,1,0,Laborers,2,39.4,0,2.6,20820.36,Low,0
5017608,M,Y,N,0,181580.72,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,1,High skill tech staff,2,42.2,1,0.0,90790.36,Medium,1
5017609,M,N,Y,0,77670.59,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,Core staff,2,43.3,0,4.1,38835.3,Low,0
5017610,M,N,N,0,45462.7,Working,Higher education,Married,House / apartment,1,1,0,Sales staff,2,50.7,0,7.8,22731.35,Low,0
5017611,M,N,N,2,70792.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,4,33.5,0,3.9,17698.0,Low,0
5017612,F,N,Y,0,83318.12,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Medicine staff,2,24.0,0,15.7,41659.06,Low,1
5017613,M,Y,N,3,98114.78,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Laborers,4,37.0,0,5.9,24528.7,Low,1
5017614,F,N,Y,0,118218.71,State servant,Incomplete higher,Married,House / apartment,0,0,0,Security staff,2,43.3,0,3.7,59109.36,Medium,0
5017615,M,N,Y,0,107363.87,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Private service staff,2,42.9,0,15.9,53681.94,Medium,1
5017616,M,N,Y,0,183350.29,Pensioner,Incomplete higher,Single / not married,With parents,0,1,0,Private service staff,1,50.7,1,0.0,183350.29,Medium,0
5017617,F,Y,Y,0,77100.84,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Private service staff,2,50.0,1,0.0,38550.42,Low,0
5017618,F,N,N,2,67543.77,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Security staff,4,27.8,0,4.9,16885.94,Low,0
5017619,M,N,N,0,35111.48,Commercial associate,Higher education,Married,Municipal apartment,0,0,0,Managers,2,47.3,0,30.7,17555.74,Low,0
5017620,M,N,Y,0,118776.24,Commercial associate,Higher education,Married,House / apartment,1,1,0,Private service staff,2,30.9,0,1.8,59388.12,Medium,1
5017621,F,N,N,0,99188.31,Working,Lower secondary,Married,House / apartment,0,1,0,Cooking staff,2,27.7,0,1.2,49594.16,Low,0
5017622,F,Y,N,3,55115.26,Working,Higher education,Civil marriage,With parents,0,0,0,Managers,5,51.1,0,13.9,11023.05,Low,1
5017623,F,N,Y,2,82572.7,Working,Secondary / secondary special,Separated,House / apartment,0,0,1,Private service staff,4,49.2,0,5.0,20643.18,Low,0
5017624,F,N,Y,0,72758.65,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2,28.6,0,5.2,36379.32,Low,0
5017625,F,N,N,0,79823.47,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Accountants,1,38.9,0,6.3,79823.47,Low,1
5017626,F,Y,N,0,63759.91,Working,Higher education,Widow,House / apartment,0,0,0,Core staff,2,54.5,0,15.5,31879.96,Low,0
5017627,F,Y,N,0,77384.02,Working,Higher education,Civil marriage,House / apartment,1,0,0,Accountants,2,39.7,0,12.1,38692.01,Low,0
5017628,F,Y,Y,0,34219.33,Working,Higher education,Single / not married,House / apartment,0,1,0,Drivers,1,40.7,0,7.5,34219.33,Low,0
5017629,F,N,Y,0,59702.45,Student,Higher education,Married,Municipal apartment,1,0,1,Cleaning staff,2,59.3,0,15.7,29851.22,Low,1
5017630,F,Y,N,0,85305.46,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0,1,1,Security staff,2,48.1,0,1.8,42652.73,Low,0
5017631,F,N,Y,0,51402.19,Commercial associate,Secondary / secondary special,Married,Office apartment,0,0,0,Laborers,2,48.1,0,0.5,25701.1,Low,0
5017632,F,N,N,1,88833.2,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,36.4,0,10.4,29611.07,Low,0
5017633,F,Y,Y,0,205378.07,Working,Secondary / secondary special,Married,With parents,1,1,1,Drivers,2,31.3,0,17.6,102689.04,High,1
5017634,F,Y,Y,1,41056.08,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,1,0,Laborers,3,49.6,0,19.1,13685.36,Low,1
5017635,F,N,Y,1,29250.1,Working,Higher education,Married,With parents,0,0,0,Cooking staff,3,30.0,0,34.5,9750.03,Low,0
5017636,M,Y,Y,1,133647.26,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,3,47.6,0,13.6,44549.09,Medium,1
5017637,M,N,Y,0,208257.99,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Cleaning staff,2,48.6,0,0.2,104129.0,High,0
5017638,F,Y,N,0,88046.8,Working,Higher education,Married,House / apartment,1,0,0,Cooking staff,2,34.1,0,3.8,44023.4,Low,0
5017639,F,N,Y,0,73360.66,State servant,Incomplete higher,Married,With parents,1,1,0,Medicine staff,2,31.5,0,0.0,36680.33,Low,1
5017640,M,Y,Y,0,52959.78,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,43.2,0,23.5,26479.89,Low,0
5017641,F,N,N,2,95761.51,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Core staff,3,26.8,0,4.3,31920.5,Low,1
5017642,M,N,Y,1,72568.68,State servant,Higher education,Married,House / apartment,1,1,1,Accountants,3,66.7,0,6.0,24189.56,Low,1
5017643,M,N,Y,0,111825.39,Commercial associate,Higher education,Married,Municipal apartment,0,0,0,Cooking staff,2,58.4,0,13.8,55912.7,Medium,0
5017644,F,Y,Y,1,31057.38,Commercial associate,Higher education,Separated,With parents,0,0,0,Managers,3,56.6,0,3.2,10352.46,Low,1
5017645,F,N,N,1,86122.38,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,Security staff,3,41.7,1,0.0,28707.46,Low,0
5017646,M,Y,Y,0,48190.54,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Sales staff,2,31.0,0,2.3,24095.27,Low,1
5017647,F,N,N,2,117437.34,Commercial associate,Higher education,Married,Rented apartment,1,1,1,Managers,4,22.9,0,2.6,29359.34,Medium,1
5017648,M,N,Y,2,41253.76,Working,Secondary / secondary special,Separated,Municipal apartment,0,0,0,Drivers,4,25.3,0,5.3,10313.44,Low,0
5017649,F,Y,N,0,100186.12,Working,Higher education,Single / not married,Municipal apartment,0,0,1,Security staff,1,53.1,0,4.4,100186.12,Medium,0
5017650,M,Y,Y,1,54662.88,Working,Higher education,Separated,House / apartment,0,1,0,Accountants,3,57.3,0,5.1,18220.96,Low,0
5017651,M,Y,N,0,58841.55,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,27.2,1,0.0,29420.78,Low,0
5017652,F,Y,Y,0,111840.66,Commercial associate,Higher education,Married,House / apartment,1,1,0,Cleaning staff,2,49.7,0,12.0,55920.33,Medium,1
5017653,F,N,N,2,49110.27,Working,Incomplete higher,Separated,House / apartment,0,1,0,High skill tech staff,4,70.0,0,4.8,12277.57,Low,0
5017654,M,Y,N,2,34528.35,Working,Secondary / secondary special,Single / not married,With parents,0,1,0,Laborers,3,44.5,0,1.2,11509.45,Low,0
5017655,F,N,N,0,75836.17,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Cleaning staff,2,36.2,0,0.0,37918.08,Low,0
5017656,M,Y,Y,0,52546.37,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Managers,1,40.6,0,10.7,52546.37,Low,1
5017657,F,N,Y,0,36854.94,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,42.9,0,2.6,36854.94,Low,1
5017658,M,Y,Y,0,87119.76,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Security staff,1,39.3,0,0.4,87119.76,Low,0
5017659,F,Y,Y,0,84540.19,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2,37.8,0,3.0,42270.1,Low,1
5017660,F,N,N,2,77530.61,Working,Higher education,Married,Rented apartment,0,0,0,Cooking staff,4,20.0,0,13.2,19382.65,Low,1
5017661,M,N,Y,2,94263.1,Pensioner,Secondary / secondary special,Separated,With parents,1,0,0,Cooking staff,4,43.3,1,0.0,23565.78,Low,1
5017662,F,N,Y,1,27000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,2,52.0,0,2.3,13500.0,Low,0
5017663,F,N,Y,0,49934.28,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,51.5,0,1.2,24967.14,Low,0
5017664,F,N,N,3,84016.83,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,Sales staff,5,22.6,0,2.3,16803.37,Low,0
5017665,M,N,N,4,122765.2,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Managers,6,49.5,0,0.5,20460.87,Medium,0
5017666,F,Y,Y,2,82450.6,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,4,44.1,0,1.0,20612.65,Low,0
5017667,F,Y,N,0,131156.87,Working,Higher education,Separated,House / apartment,1,1,0,Private service staff,2,34.2,0,1.2,65578.44,Medium,1
5017668,F,N,N,0,52123.81,Working,Incomplete higher,Married,House / apartment,0,1,0,Core staff,2,41.7,0,8.8,26061.9,Low,1
5017669,F,N,N,2,53784.08,Working,Higher education,Married,Office apartment,1,1,0,Medicine staff,4,34.8,0,31.3,13446.02,Low,1
5017670,M,N,Y,0,60727.51,State servant,Higher education,Widow,House / apartment,0,0,0,High skill tech staff,2,50.8,0,1.2,30363.76,Low,1
5017671,F,Y,N,0,70168.91,Working,Higher education,Civil marriage,House / apartment,0,0,0,Private service staff,2,41.0,0,3.1,35084.46,Low,1
5017672,F,N,Y,2,30105.56,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,4,48.6,0,0.9,7526.39,Low,0
5017673,M,N,N,0,72365.17,Commercial associate,Higher education,Married,House / apartment,1,0,1,Laborers,2,48.3,0,7.9,36182.58,Low,0
5017674,F,N,Y,3,71887.27,Working,Higher education,Married,Municipal apartment,0,1,0,Accountants,5,31.3,0,5.9,14377.45,Low,1
5017675,F,Y,N,1,53826.81,Pensioner,Higher education,Civil marriage,With parents,0,0,0,Sales staff,3,31.3,1,0.0,17942.27,Low,0
5017676,F,N,N,1,49791.71,Working,Higher education,Married,With parents,0,0,0,Drivers,3,34.7,0,0.9,16597.24,Low,0
5017677,M,N,Y,2,83763.34,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,4,39.4,0,4.8,20940.84,Low,1
5017678,F,N,N,0,98183.99,Working,Secondary / secondary special,Single / not married,With parents,0,1,0,Private service staff,1,58.4,0,1.9,98183.99,Low,0
5017679,M,N,Y,1,78606.21,Working,Higher education,Married,House / apartment,1,0,0,Managers,3,45.1,0,25.9,26202.07,Low,1
5017680,F,N,Y,1,78536.64,Commercial associate,Higher education,Single / not married,House / apartment,0,1,0,Medicine staff,2,46.3,0,3.7,39268.32,Low,0
5017681,F,Y,Y,0,71805.8,State servant,Higher education,Married,House / apartment,0,0,0,Managers,2,44.6,0,5.9,35902.9,Low,0
5017682,F,N,Y,0,73691.72,Working,Secondary / secondary special,Married,Office apartment,1,0,0,Core staff,2,55.1,0,0.6,36845.86,Low,0
5017683,M,N,Y,2,102779.21,Working,Higher education,Married,House / apartment,0,0,0,Drivers,4,42.6,0,4.1,25694.8,Medium,1
5017684,F,Y,N,0,164497.25,State servant,Higher education,Married,House / apartment,0,1,0,Cleaning staff,2,37.8,0,3.0,82248.62,Medium,0
5017685,F,Y,N,0,154258.67,Working,Secondary / secondary special,Married,Rented apartment,0,1,0,Security staff,2,38.7,0,5.7,77129.34,Medium,0
5017686,M,N,Y,0,42537.97,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Sales staff,1,52.1,0,2.1,42537.97,Low,0
5017687,F,N,Y,4,27000.0,Student,Incomplete higher,Married,House / apartment,0,1,0,Medicine staff,6,66.6,0,8.0,4500.0,Low,0
5017688,F,N,Y,0,95340.5,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Security staff,2,38.9,0,6.2,47670.25,Low,0
5017689,F,Y,N,2,73915.44,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,4,40.8,0,13.5,18478.86,Low,1
5017690,M,N,N,0,70963.57,Working,Higher education,Civil marriage,House / apartment,0,0,0,Sales staff,2,39.3,0,0.5,35481.79,Low,0
5017691,M,N,Y,0,88473.75,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2,36.7,0,6.5,44236.88,Low,1
5017692,F,N,N,0,64718.52,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,1,Medicine staff,1,55.7,0,0.5,64718.52,Low,0
5017693,M,N,Y,2,32539.62,Working,Higher education,Married,House / apartment,1,0,1,Private service staff,4,51.2,0,9.5,8134.9,Low,1
5017694,M,N,Y,1,41318.84,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,1,High skill tech staff,2,43.2,0,1.0,20659.42,Low,0
5017695,F,Y,Y,2,42601.96,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Core staff,4,52.5,0,3.0,10650.49,Low,1
5017696,M,N,Y,0,102061.93,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Medicine staff,2,52.7,0,0.5,51030.96,Medium,0
5017697,F,N,Y,3,187750.65,State servant,Secondary / secondary special,Widow,House / apartment,0,0,0,Core staff,5,39.5,0,0.1,37550.13,Medium,0
5017698,F,Y,N,0,57820.1,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,36.7,0,18.1,28910.05,Low,1
5017699,F,N,Y,1,268506.65,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,2,20.0,0,1.4,134253.33,High,0
5017700,F,Y,Y,0,28333.3,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0,1,0,Core staff,2,60.2,1,0.0,14166.65,Low,1
5017701,M,N,Y,2,56734.44,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,3,32.9,0,0.6,18911.48,Low,0
5017702,M,N,N,2,80149.24,Pensioner,Secondary / secondary special,Married,Rented apartment,0,0,0,Laborers,4,47.3,1,0.0,20037.31,Low,0
5017703,F,N,Y,1,27000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,3,61.9,0,5.6,9000.0,Low,1
5017704,M,N,N,0,156538.57,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,High skill tech staff,2,31.9,0,6.3,78269.28,Medium,0
5017705,F,N,Y,2,51742.17,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,Cooking staff,4,46.0,0,10.8,12935.54,Low,1
5017706,F,N,Y,2,74372.18,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,4,48.8,0,2.1,18593.04,Low,0
5017707,M,N,Y,1,91500.34,Working,Incomplete higher,Married,House / apartment,1,0,0,Accountants,3,50.4,0,19.5,30500.11,Low,1
5017708,F,N,N,3,33007.2,Pensioner,Incomplete higher,Civil marriage,House / apartment,0,0,0,Security staff,5,44.0,1,0.0,6601.44,Low,1
5017709,M,N,Y,1,246760.02,Working,Incomplete higher,Married,House / apartment,0,0,0,High skill tech staff,3,32.8,0,10.6,82253.34,High,1
5017710,M,N,Y,1,78185.87,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,3,53.6,0,6.9,26061.96,Low,0
5017711,F,Y,Y,1,61679.56,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Medicine staff,2,31.7,0,7.1,30839.78,Low,0
5017712,F,N,Y,0,41960.98,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2,54.3,1,0.0,20980.49,Low,0
5017713,F,Y,N,1,81012.89,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Cleaning staff,2,47.6,1,0.0,40506.44,Low,1
5017714,M,N,Y,1,33257.49,Working,Higher education,Single / not married,House / apartment,1,0,0,Accountants,2,35.6,0,14.0,16628.74,Low,0
5017715,M,Y,Y,1,78402.17,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,3,35.8,0,16.5,26134.06,Low,0
5017716,M,N,N,3,147021.83,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,5,28.0,0,4.2,29404.37,Medium,0
5017717,M,Y,Y,0,130956.03,Commercial associate,Incomplete higher,Civil marriage,Office apartment,1,0,0,Laborers,2,44.0,0,6.3,65478.02,Medium,1
5017718,M,Y,N,0,55394.03,Working,Secondary / secondary special,Civil marriage,With parents,0,0,0,Core staff,2,21.5,0,5.7,27697.02,Low,1
5017719,F,N,N,0,63629.34,State servant,Higher education,Single / not married,Municipal apartment,0,1,0,Core staff,1,27.5,0,8.4,63629.34,Low,0
5017720,F,N,Y,0,95865.23,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,2,54.9,0,13.5,47932.62,Low,1
5017721,M,N,N,0,132060.09,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,1,Private service staff,1,41.0,0,6.3,132060.09,Medium,0
5017722,M,Y,Y,1,157392.63,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Private service staff,3,53.8,0,0.4,52464.21,Medium,1
5017723,F,N,Y,2,165174.69,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,1,High skill tech staff,3,33.3,0,1.6,55058.23,Medium,0
5017724,F,Y,Y,1,45867.74,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3,48.9,0,5.3,15289.25,Low,1
5017725,F,N,N,0,106571.17,Working,Lower secondary,Married,With parents,0,1,0,Sales staff,2,40.0,0,10.5,53285.58,Medium,1
5017726,M,N,Y,0,36617.73,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2,31.2,0,22.6,18308.87,Low,1
5017727,M,Y,Y,1,58010.69,Working,Incomplete higher,Single / not married,Rented apartment,0,1,0,Cleaning staff,2,35.1,0,2.3,29005.34,Low,0
5017728,F,N,Y,1,40654.35,Working,Secondary / secondary special,Married,House / apartment,0,0,1,High skill tech staff,3,36.1,0,7.1,13551.45,Low,0
5017729,F,N,N,2,41084.02,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Medicine staff,4,51.4,1,0.0,10271.0,Low,1
5017730,F,N,Y,2,82535.72,Commercial associate,Higher education,Separated,House / apartment,0,0,0,Cooking staff,4,44.7,0,2.8,20633.93,Low,0
5017731,F,Y,Y,0,51743.82,Working,Secondary / secondary special,Married,Municipal apartment,1,1,0,Medicine staff,2,65.6,0,2.5,25871.91,Low,0
5017732,M,N,Y,0,84398.78,Working,Higher education,Civil marriage,Municipal apartment,0,0,0,Security staff,2,48.7,0,6.1,42199.39,Low,0
5017733,F,N,Y,0,39959.93,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,2,31.5,0,3.0,19979.96,Low,0
5017734,F,N,Y,0,93154.96,Student,Secondary / secondary special,Widow,With parents,0,0,0,Private service staff,2,25.4,0,30.2,46577.48,Low,0
5017735,M,N,Y,0,58977.62,Working,Secondary / secondary special,Married,With parents,1,1,1,Core staff,2,62.5,0,5.1,29488.81,Low,0
5017736,F,Y,Y,0,63205.49,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Managers,2,35.3,0,1.9,31602.74,Low,0
5017737,F,Y,Y,0,38169.22,Working,Secondary / secondary special,Married,Co-op apartment,0,1,0,Medicine staff,2,42.1,0,3.2,19084.61,Low,0
5017738,M,Y,N,0,121721.1,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,2,28.4,0,11.4,60860.55,Medium,1
5017739,M,N,N,0,78452.12,Working,Higher education,Civil marriage,House / apartment,0,1,0,Laborers,2,40.5,0,3.3,39226.06,Low,0
5017740,M,N,Y,1,95788.36,Pensioner,Higher education,Married,With parents,0,1,0,High skill tech staff,3,52.9,1,0.0,31929.45,Low,0
5017741,M,N,Y,4,38626.92,Student,Secondary / secondary special,Civil marriage,Municipal apartment,0,1,0,Laborers,6,70.0,0,0.5,6437.82,Low,0
5017742,F,N,Y,0,102524.32,Working,Higher education,Single / not married,House / apartment,0,1,0,Private service staff,1,29.3,0,1.3,102524.32,Medium,1
5017743,F,N,Y,0,74650.61,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2,37.7,0,7.8,37325.3,Low,1
5017744,M,Y,Y,0,57067.47,Working,Incomplete higher,Single / not married,House / apartment,0,1,0,High skill tech staff,1,39.6,0,1.5,57067.47,Low,1
5017745,M,N,N,0,145574.64,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,2,70.0,0,9.3,72787.32,Medium,0
5017746,F,N,Y,0,89717.11,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1,28.1,0,0.5,89717.11,Low,1
5017747,M,N,N,0,91700.44,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,Cleaning staff,2,49.2,0,2.5,45850.22,Low,1
5017748,M,Y,Y,3,27380.18,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,5,20.0,0,0.8,5476.04,Low,0
5017749,M,N,Y,1,125570.07,Commercial associate,Academic degree,Married,House / apartment,0,1,0,Cleaning staff,3,24.1,0,0.3,41856.69,Medium,1
5017750,F,N,N,0,91472.05,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2,43.9,0,4.9,45736.02,Low,1
5017751,M,Y,Y,0,135788.69,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Cleaning staff,1,49.2,0,1.7,135788.69,Medium,0
5017752,F,N,Y,1,54374.69,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,Private service staff,3,45.7,0,7.4,18124.9,Low,0
5017753,M,N,Y,1,51190.72,Commercial associate,Higher education,Married,House / apartment,1,0,0,Private service staff,3,51.5,0,12.4,17063.57,Low,0
5017754,M,Y,Y,0,163972.93,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Private service staff,1,50.8,0,4.6,163972.93,Medium,1
5017755,M,Y,N,0,118089.69,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,40.0,0,3.4,59044.84,Medium,0
5017756,F,N,Y,0,35799.95,Working,Incomplete higher,Married,House / apartment,1,1,0,High skill tech staff,2,34.3,0,2.0,17899.97,Low,0
5017757,F,Y,N,0,73725.62,Working,Incomplete higher,Separated,With parents,0,0,0,Accountants,2,39.2,0,2.6,36862.81,Low,1
5017758,M,N,N,0,121943.85,Working,Higher education,Single / not married,House / apartment,0,1,0,Accountants,1,40.1,0,2.2,121943.85,Medium,1
5017759,M,N,Y,0,79933.45,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,31.5,0,2.6,79933.45,Low,0
5017760,F,Y,Y,1,55552.36,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Cleaning staff,3,51.6,0,12.1,18517.45,Low,1
5017761,F,Y,N,0,52345.3,Working,Incomplete higher,Married,House / apartment,0,0,0,Accountants,2,31.7,0,20.1,26172.65,Low,0
5017762,M,N,Y,4,75522.35,Commercial associate,Secondary / secondary special,Married,Rented apartment,0,1,1,Sales staff,6,51.5,0,10.8,12587.06,Low,0
5017763,F,Y,Y,1,121859.29,Working,Lower secondary,Married,Municipal apartment,0,0,0,Security staff,3,42.6,0,4.7,40619.76,Medium,0
5017764,M,N,N,2,44459.28,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,3,45.1,0,10.8,14819.76,Low,0
5017765,M,N,Y,3,27000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Security staff,5,42.4,1,0.0,5400.0,Low,0
5017766,M,N,N,2,59707.45,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,4,44.6,1,0.0,14926.86,Low,1
5017767,F,Y,Y,0,91589.48,State servant,Higher education,Married,House / apartment,0,0,0,Managers,2,35.4,0,11.3,45794.74,Low,1
5017768,M,N,N,0,102327.03,Commercial associate,Incomplete higher,Married,With parents,0,0,1,Cooking staff,2,59.1,0,9.2,51163.52,Medium,1
5017769,F,N,N,0,44051.34,Working,Secondary / secondary special,Married,With parents,0,0,0,Drivers,2,53.2,0,6.0,22025.67,Low,1
5017770,F,Y,Y,0,83688.5,Commercial associate,Secondary / secondary special,Single / not married,Co-op apartment,0,1,0,Core staff,1,35.5,0,5.6,83688.5,Low,0
5017771,F,Y,Y,0,53140.57,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Security staff,1,39.1,1,0.0,53140.57,Low,0
5017772,M,N,Y,0,105637.07,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Accountants,2,46.9,0,3.0,52818.54,Medium,1
5017773,M,Y,Y,2,68463.71,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,Accountants,4,38.1,1,0.0,17115.93,Low,0
5017774,F,Y,N,1,111211.34,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Sales staff,3,36.5,0,1.6,37070.45,Medium,0
5017775,F,N,N,4,75633.26,Working,Higher education,Widow,With parents,0,0,0,Accountants,6,48.6,0,4.4,12605.54,Low,0
5017776,F,Y,N,0,93903.54,Working,Incomplete higher,Married,House / apartment,0,0,0,Medicine staff,2,42.3,0,1.4,46951.77,Low,0
5017777,M,N,N,0,58608.76,Working,Secondary / secondary special,Separated,With parents,1,0,0,Core staff,2,41.1,0,9.8,29304.38,Low,1
5017778,M,N,N,0,51276.49,Working,Secondary / secondary special,Widow,Rented apartment,0,0,0,Accountants,2,41.6,0,13.2,25638.24,Low,0
5017779,F,N,N,0,63435.91,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,Private service staff,2,25.3,0,4.3,31717.96,Low,0
5017780,M,Y,N,0,99539.46,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2,63.1,0,3.1,49769.73,Low,0
5017781,F,N,Y,4,258344.98,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,1,0,0,Managers,6,34.2,0,0.3,43057.5,High,1
5017782,M,N,N,0,137320.35,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,2,32.9,0,2.3,68660.18,Medium,0
