ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5019599,F,N,N,0,39852.76,Commercial associate,Higher education,Married,Rented apartment,-16348,-2161,1,1,1,0,High skill tech staff,2
5019600,M,Y,Y,1,96985.8,Pensioner,Secondary / secondary special,Married,House / apartment,-18390,365243,1,0,0,0,Accountants,3
5019601,M,Y,N,1,115829.05,State servant,Incomplete higher,Separated,House / apartment,-14715,-3184,1,0,1,0,Cooking staff,3
5019602,F,N,Y,0,120574.98,Student,Higher education,Separated,With parents,-18185,-574,1,0,1,0,Security staff,2
5019603,F,Y,Y,0,67978.59,Pensioner,Secondary / secondary special,Married,House / apartment,-16761,365243,1,0,1,0,Medicine staff,2
5019604,F,Y,N,0,116819.27,Working,Secondary / secondary special,Married,Municipal apartment,-16933,-467,1,0,0,0,Sales staff,2
5019605,M,N,Y,0,93479.44,Commercial associate,Higher education,Widow,House / apartment,-16678,-2176,1,0,0,0,High skill tech staff,2
5019606,F,N,N,0,75655.1,Student,Secondary / secondary special,Separated,House / apartment,-15890,-633,1,0,0,1,High skill tech staff,2
5019607,M,N,Y,0,115598.73,Commercial associate,Higher education,Separated,House / apartment,-12414,-3859,1,1,0,0,Cleaning staff,2
5019608,F,N,N,0,174930.25,Working,Secondary / secondary special,Separated,With parents,-14896,-920,1,0,0,0,Sales staff,2
5019609,F,N,N,1,116037.23,Working,Secondary / secondary special,Separated,With parents,-17014,-1266,1,1,0,0,Medicine staff,3
5019610,M,N,N,0,70462.79,Working,Higher education,Separated,Rented apartment,-12391,-244,1,0,1,0,Core staff,2
5019611,M,N,Y,0,57291.16,Pensioner,Incomplete higher,Married,Municipal apartment,-15505,365243,1,0,0,0,Private service staff,2
5019612,M,N,Y,2,95187.42,Working,Incomplete higher,Separated,House / apartment,-14306,-1359,1,0,0,1,Cleaning staff,4
5019613,M,Y,Y,0,78995.14,Commercial associate,Secondary / secondary special,Married,House / apartment,-19791,-39,1,0,0,0,High skill tech staff,2
5019614,F,N,N,0,128194.34,Commercial associate,Higher education,Married,House / apartment,-13080,-2834,1,0,1,0,Medicine staff,2
5019615,M,N,Y,0,45466.32,Working,Secondary / secondary special,Married,House / apartment,-13412,-113,1,0,1,0,Managers,2
5019616,F,Y,Y,0,122825.34,Commercial associate,Secondary / secondary special,Married,House / apartment,-20048,-1142,1,0,0,0,Cleaning staff,2
5019617,M,N,N,1,36394.34,Pensioner,Higher education,Married,House / apartment,-18899,365243,1,0,1,0,Accountants,3
5019618,F,N,Y,0,66999.56,Pensioner,Secondary / secondary special,Single / not married,With parents,-12343,365243,1,0,0,0,Drivers,1
5019619,F,Y,Y,2,97892.96,Commercial associate,Secondary / secondary special,Married,House / apartment,-13662,-1108,1,1,0,0,Cooking staff,4
5019620,F,N,N,0,69135.6,Commercial associate,Higher education,Married,House / apartment,-16541,-4805,1,1,1,0,Cleaning staff,2
5019621,F,Y,N,2,91073.4,Working,Higher education,Married,With parents,-17924,-3582,1,0,0,0,Security staff,4
5019622,M,Y,Y,3,146214.85,Working,Secondary / secondary special,Married,House / apartment,-15411,-3018,1,1,0,0,Cooking staff,5
5019623,F,N,N,0,55072.74,Working,Secondary / secondary special,Married,House / apartment,-13211,-1990,1,0,1,0,Private service staff,2
5019624,M,N,Y,0,36244.2,Working,Higher education,Married,Rented apartment,-11781,-7933,1,0,0,0,Cooking staff,2
5019625,M,Y,N,0,41461.66,Working,Higher education,Married,House / apartment,-15221,-1221,1,1,1,0,Managers,2
5019626,M,N,Y,0,69956.28,Commercial associate,Incomplete higher,Single / not married,House / apartment,-13549,-401,1,0,0,0,Sales staff,1
5019627,F,Y,Y,0,136344.91,Commercial associate,Secondary / secondary special,Married,House / apartment,-20677,-3729,1,0,0,0,Medicine staff,2
5019628,F,Y,N,0,62510.3,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10034,-1468,1,0,1,1,Drivers,2
5019629,F,Y,Y,0,214908.16,Working,Higher education,Separated,With parents,-22101,-3092,1,1,1,0,Accountants,2
5019630,M,Y,Y,0,38729.12,Working,Secondary / secondary special,Civil marriage,House / apartment,-15580,-402,1,0,0,0,Laborers,2
5019631,M,Y,Y,1,30505.41,State servant,Secondary / secondary special,Married,House / apartment,-10693,-11548,1,1,1,0,Cooking staff,3
5019632,F,N,N,0,82221.38,Pensioner,Higher education,Civil marriage,House / apartment,-13586,365243,1,0,0,1,Medicine staff,2
5019633,F,Y,Y,0,55085.16,Working,Secondary / secondary special,Separated,House / apartment,-10952,-687,1,0,1,0,Accountants,2
5019634,M,Y,Y,0,50198.71,Working,Secondary / secondary special,Married,House / apartment,-16352,-4512,1,0,0,0,Laborers,2
5019635,F,N,Y,1,73913.02,Working,Lower secondary,Single / not married,Municipal apartment,-25567,-1193,1,1,0,0,Laborers,2
5019636,M,Y,Y,2,39493.39,Working,Higher education,Married,Municipal apartment,-14998,-414,1,1,0,0,High skill tech staff,4
5019637,M,N,N,1,96059.92,Working,Secondary / secondary special,Single / not married,Office apartment,-18954,-1913,1,0,0,0,Private service staff,2
5019638,M,N,N,4,80640.23,Working,Secondary / secondary special,Single / not married,House / apartment,-23923,-7653,1,0,1,0,Managers,5
5019639,M,Y,N,0,61144.96,Commercial associate,Incomplete higher,Married,House / apartment,-21034,-2504,1,0,1,0,Managers,2
5019640,M,N,Y,0,81264.74,Working,Secondary / secondary special,Married,House / apartment,-16426,-2865,1,0,1,0,Sales staff,2
5019641,F,Y,Y,2,190259.33,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16221,-6438,1,0,0,0,Cooking staff,3
5019642,F,Y,Y,0,64667.95,Working,Secondary / secondary special,Married,House / apartment,-17615,-76,1,0,1,0,Security staff,2
5019643,F,Y,N,2,57219.04,Working,Incomplete higher,Married,With parents,-10937,-5802,1,0,1,0,Cleaning staff,4
5019644,F,N,Y,1,102320.58,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11283,-4546,1,0,0,1,Core staff,2
5019645,F,N,Y,4,52486.76,Working,Secondary / secondary special,Married,House / apartment,-12054,-234,1,0,0,0,Sales staff,6
5019646,M,N,Y,0,93028.64,State servant,Secondary / secondary special,Married,House / apartment,-16364,-7678,1,0,1,0,Accountants,2
5019647,F,N,N,0,110270.86,Working,Academic degree,Civil marriage,House / apartment,-14430,-10,1,1,0,0,Cleaning staff,2
5019648,F,N,Y,0,147234.69,Working,Secondary / secondary special,Single / not married,House / apartment,-19816,-2099,1,0,1,0,Medicine staff,1
5019649,M,Y,Y,0,62291.48,Commercial associate,Secondary / secondary special,Married,With parents,-23820,-262,1,0,1,0,Core staff,2
5019650,M,N,Y,2,37797.38,Working,Secondary / secondary special,Married,House / apartment,-14081,-1323,1,1,0,0,Cooking staff,4
5019651,F,N,N,0,64308.8,State servant,Secondary / secondary special,Single / not married,House / apartment,-23676,-562,1,0,0,0,Medicine staff,1
5019652,F,N,Y,1,79885.41,Working,Secondary / secondary special,Single / not married,House / apartment,-18163,-444,1,0,0,0,High skill tech staff,2
5019653,M,Y,Y,2,53703.48,Working,Higher education,Married,House / apartment,-9822,-6150,1,0,0,0,Medicine staff,4
5019654,F,N,Y,0,78121.12,Commercial associate,Secondary / secondary special,Married,House / apartment,-21413,-5869,1,0,0,0,Cooking staff,2
5019655,F,Y,Y,3,174805.61,Commercial associate,Secondary / secondary special,Married,Rented apartment,-17142,-1583,1,0,1,1,Private service staff,5
5019656,M,N,Y,3,54972.66,Working,Higher education,Married,House / apartment,-10003,-344,1,0,0,0,High skill tech staff,5
5019657,F,Y,N,1,48810.13,Working,Secondary / secondary special,Civil marriage,House / apartment,-14536,-1925,1,1,0,1,Core staff,3
5019658,F,N,Y,4,116917.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14568,365243,1,0,1,0,Sales staff,6
5019659,F,Y,N,0,39359.33,Working,Secondary / secondary special,Single / not married,House / apartment,-11740,-3261,1,0,1,0,Accountants,1
5019660,F,N,N,0,73603.81,Commercial associate,Secondary / secondary special,Married,House / apartment,-17711,-1219,1,0,0,0,Medicine staff,2
5019661,M,Y,Y,0,56281.81,Commercial associate,Higher education,Married,House / apartment,-24045,-73,1,0,0,0,Accountants,2
5019662,M,N,N,3,31994.76,Pensioner,Secondary / secondary special,Married,House / apartment,-14421,365243,1,0,0,0,High skill tech staff,5
5019663,M,N,N,1,68090.96,Working,Secondary / secondary special,Single / not married,Municipal apartment,-18747,-1275,1,0,0,1,Drivers,2
5019664,F,Y,Y,3,53431.4,Working,Secondary / secondary special,Separated,Municipal apartment,-11484,-7433,1,0,1,0,Sales staff,5
5019665,F,N,Y,0,94213.51,Pensioner,Secondary / secondary special,Single / not married,With parents,-18150,365243,1,0,0,0,Private service staff,1
5019666,F,Y,Y,0,80816.8,Working,Higher education,Separated,House / apartment,-20539,-7960,1,0,0,0,Accountants,2
5019667,M,N,N,0,79833.59,Working,Secondary / secondary special,Married,House / apartment,-13734,-949,1,0,1,0,Cooking staff,2
5019668,M,N,N,0,45512.6,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8628,-857,1,0,1,0,Security staff,1
5019669,F,Y,N,2,55117.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-20694,365243,1,1,0,0,Private service staff,4
5019670,F,N,Y,0,82920.78,Working,Secondary / secondary special,Single / not married,House / apartment,-7305,-160,1,0,0,0,High skill tech staff,1
5019671,F,Y,N,2,46886.84,Pensioner,Higher education,Single / not married,House / apartment,-17834,365243,1,0,0,0,Medicine staff,3
5019672,F,Y,Y,0,71741.73,Working,Secondary / secondary special,Married,House / apartment,-21884,-2854,1,0,0,0,Managers,2
5019673,F,Y,Y,0,87110.36,State servant,Incomplete higher,Married,Co-op apartment,-11572,-288,1,0,1,0,Medicine staff,2
5019674,M,Y,N,1,106346.61,Working,Higher education,Widow,House / apartment,-12339,-296,1,0,1,0,Private service staff,3
5019675,M,N,N,0,55815.04,Working,Secondary / secondary special,Single / not married,With parents,-17598,-523,1,0,1,0,Private service staff,1
5019676,F,N,Y,3,60114.71,Working,Secondary / secondary special,Single / not married,House / apartment,-16345,-180,1,1,1,0,Medicine staff,4
5019677,F,N,Y,0,80669.91,Pensioner,Higher education,Married,House / apartment,-14343,365243,1,0,1,0,Cleaning staff,2
5019678,M,Y,Y,0,50700.06,Working,Incomplete higher,Married,House / apartment,-18955,-1705,1,0,0,0,Managers,2
5019679,F,N,N,1,36623.71,Working,Incomplete higher,Married,House / apartment,-9297,-3565,1,1,0,0,Managers,3
5019680,F,Y,N,1,87267.86,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18305,-470,1,0,0,0,Security staff,2
5019681,M,Y,N,4,64162.29,State servant,Secondary / secondary special,Single / not married,With parents,-18146,-2304,1,0,1,0,Medicine staff,5
5019682,F,N,Y,2,95600.53,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12589,-2749,1,0,0,0,Core staff,4
5019683,F,N,Y,0,54932.09,State servant,Higher education,Married,House / apartment,-20576,-782,1,1,1,1,Accountants,2
5019684,M,N,Y,0,76394.58,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15831,-394,1,0,0,0,High skill tech staff,1
5019685,F,N,Y,0,29672.32,Working,Secondary / secondary special,Married,House / apartment,-17568,-6438,1,1,1,0,Security staff,2
5019686,F,Y,N,0,99099.97,Pensioner,Secondary / secondary special,Married,House / apartment,-7305,365243,1,1,0,0,Sales staff,2
5019687,M,Y,Y,0,55916.81,Working,Incomplete higher,Civil marriage,House / apartment,-7305,-236,1,1,0,0,Private service staff,2
5019688,F,N,Y,1,68212.85,Working,Secondary / secondary special,Separated,With parents,-14648,-3516,1,0,0,0,Drivers,3
5019689,M,N,N,2,67757.48,Pensioner,Secondary / secondary special,Civil marriage,With parents,-13954,365243,1,0,1,0,Cleaning staff,4
5019690,M,Y,Y,4,61463.16,Working,Lower secondary,Married,House / apartment,-12554,-636,1,0,0,0,Security staff,6
5019691,M,N,Y,0,75527.96,Working,Secondary / secondary special,Married,Municipal apartment,-18034,-5434,1,0,0,0,Managers,2
5019692,M,N,Y,0,73624.89,Student,Secondary / secondary special,Single / not married,With parents,-16665,-4211,1,0,1,0,Sales staff,1
5019693,M,N,N,1,81602.65,Working,Secondary / secondary special,Separated,House / apartment,-8797,-1440,1,0,1,0,Private service staff,3
5019694,F,Y,Y,1,38983.06,Commercial associate,Higher education,Married,House / apartment,-20507,-1200,1,1,1,0,High skill tech staff,3
5019695,M,N,Y,0,107555.55,Working,Secondary / secondary special,Single / not married,House / apartment,-14522,-119,1,0,1,0,Accountants,1
5019696,F,Y,N,0,68731.85,Working,Higher education,Married,House / apartment,-12002,-1277,1,0,1,1,Accountants,2
5019697,F,Y,N,2,86703.03,Working,Secondary / secondary special,Married,House / apartment,-17366,-1856,1,0,0,0,Drivers,4
5019698,M,N,Y,1,68560.3,Commercial associate,Academic degree,Single / not married,With parents,-22380,-11,1,1,0,0,Laborers,2
5019699,F,N,Y,1,42926.59,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-7305,-1151,1,1,0,0,Drivers,3
5019700,F,N,N,2,259282.72,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11262,-2037,1,0,1,1,Drivers,3
5019701,F,Y,Y,0,77884.88,Pensioner,Higher education,Single / not married,House / apartment,-16518,365243,1,0,1,0,Core staff,1
5019702,M,N,N,0,33226.92,Working,Academic degree,Married,Office apartment,-15909,-1781,1,0,0,0,Accountants,2
5019703,F,Y,N,0,69841.78,Commercial associate,Academic degree,Married,House / apartment,-19949,-1611,1,0,0,0,Cooking staff,2
5019704,F,N,Y,1,60104.84,Working,Secondary / secondary special,Married,House / apartment,-16925,-144,1,0,0,0,Accountants,3
5019705,M,Y,Y,0,67432.04,Working,Secondary / secondary special,Married,With parents,-9858,-3670,1,0,0,0,Drivers,2
5019706,M,Y,Y,1,32271.16,Working,Secondary / secondary special,Married,House / apartment,-10544,-1580,1,0,1,0,Sales staff,3
5019707,F,Y,Y,0,74234.07,Working,Higher education,Married,House / apartment,-12064,-1066,1,0,0,0,Accountants,2
5019708,M,Y,Y,0,47272.43,Working,Secondary / secondary special,Married,House / apartment,-19289,-275,1,0,1,0,Medicine staff,2
5019709,F,N,Y,2,152947.39,Working,Higher education,Widow,With parents,-14117,-2141,1,0,1,0,Core staff,4
5019710,M,N,N,0,69325.82,Working,Secondary / secondary special,Married,House / apartment,-15169,-1937,1,0,0,0,Managers,2
5019711,M,Y,N,0,104762.77,Working,Secondary / secondary special,Married,With parents,-16885,-2642,1,0,1,0,Managers,2
5019712,F,N,Y,2,113784.25,Working,Secondary / secondary special,Married,House / apartment,-22500,-255,1,0,1,0,Security staff,4
5019713,M,N,N,1,91419.31,Working,Secondary / secondary special,Single / not married,With parents,-12169,-796,1,0,1,0,Security staff,2
5019714,M,N,Y,0,79315.2,Working,Secondary / secondary special,Civil marriage,House / apartment,-11053,-1864,1,0,0,1,Laborers,2
5019715,M,Y,Y,0,126614.29,Working,Secondary / secondary special,Married,House / apartment,-14846,-9789,1,0,0,0,Accountants,2
5019716,M,N,Y,0,53592.33,Working,Secondary / secondary special,Single / not married,House / apartment,-12296,-3881,1,0,1,1,Accountants,1
5019717,F,Y,N,1,106316.7,Working,Secondary / secondary special,Married,House / apartment,-12176,-487,1,1,0,0,Sales staff,3
5019718,F,N,N,0,59408.53,Commercial associate,Lower secondary,Married,House / apartment,-14174,-964,1,0,0,0,Laborers,2
5019719,M,N,N,2,76540.01,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18747,-386,1,0,1,1,Private service staff,4
5019720,F,Y,Y,1,39934.36,Working,Secondary / secondary special,Married,House / apartment,-14669,-1575,1,0,1,0,Cleaning staff,3
5019721,M,N,Y,0,38103.38,Commercial associate,Secondary / secondary special,Single / not married,With parents,-17566,-489,1,0,1,0,Core staff,1
5019722,F,Y,Y,1,70414.48,Commercial associate,Secondary / secondary special,Widow,Co-op apartment,-10815,-604,1,0,0,0,Accountants,3
5019723,M,Y,Y,0,124976.69,Pensioner,Secondary / secondary special,Married,House / apartment,-23046,365243,1,1,1,0,Drivers,2
5019724,M,Y,Y,0,66081.35,Working,Secondary / secondary special,Civil marriage,House / apartment,-16132,-415,1,0,0,0,Laborers,2
5019725,F,N,Y,0,170231.46,Working,Secondary / secondary special,Single / not married,House / apartment,-14464,-1662,1,1,0,0,High skill tech staff,1
5019726,M,N,Y,0,89208.55,Working,Incomplete higher,Married,House / apartment,-7748,-26,1,0,0,0,Medicine staff,2
5019727,M,Y,Y,1,67229.15,Pensioner,Higher education,Civil marriage,House / apartment,-15553,365243,1,0,0,0,Laborers,3
5019728,F,Y,Y,2,153390.42,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-16377,-2402,1,0,0,0,Private service staff,3
5019729,F,Y,N,4,140714.11,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14523,-84,1,1,1,0,Cooking staff,5
5019730,F,N,N,2,37016.35,Working,Secondary / secondary special,Civil marriage,House / apartment,-17335,-352,1,1,0,0,Laborers,4
5019731,F,N,N,4,71747.69,Working,Secondary / secondary special,Married,House / apartment,-16405,-1735,1,1,1,1,Accountants,6
5019732,F,N,Y,0,94520.19,Student,Lower secondary,Separated,Municipal apartment,-11629,-217,1,1,0,0,Drivers,2
5019733,M,N,Y,1,104857.58,Pensioner,Higher education,Married,Rented apartment,-19737,365243,1,0,0,0,Drivers,3
5019734,M,N,Y,0,99159.22,Working,Secondary / secondary special,Married,House / apartment,-14807,-5036,1,0,1,0,Medicine staff,2
5019735,F,Y,Y,0,67345.22,Working,Secondary / secondary special,Married,House / apartment,-16284,-712,1,0,0,0,Sales staff,2
5019736,F,Y,N,1,62613.22,Working,Higher education,Single / not married,With parents,-20943,-1352,1,0,0,0,Private service staff,2
5019737,F,N,Y,0,69385.3,Commercial associate,Secondary / secondary special,Married,House / apartment,-11210,-4177,1,1,0,0,Managers,2
5019738,F,N,N,0,50271.22,Working,Secondary / secondary special,Married,House / apartment,-15272,-2497,1,0,0,0,Sales staff,2
5019739,M,N,N,0,36967.93,Working,Secondary / secondary special,Married,House / apartment,-14543,-75,1,1,0,0,Core staff,2
5019740,M,Y,N,0,94722.96,Working,Higher education,Married,House / apartment,-8161,-203,1,1,1,0,Drivers,2
5019741,M,Y,N,0,97537.87,Pensioner,Secondary / secondary special,Widow,House / apartment,-16456,365243,1,0,0,0,Laborers,2
5019742,F,N,N,0,175978.81,Working,Secondary / secondary special,Married,House / apartment,-24228,-1598,1,0,1,0,Cleaning staff,2
5019743,F,N,Y,0,54431.32,Working,Incomplete higher,Married,With parents,-18189,-2852,1,0,1,0,Sales staff,2
5019744,F,N,N,2,87804.67,Working,Secondary / secondary special,Married,House / apartment,-15086,-1558,1,0,1,1,Cleaning staff,4
5019745,F,Y,Y,0,64397.32,Commercial associate,Secondary / secondary special,Married,House / apartment,-9391,-1936,1,0,0,0,Medicine staff,2
5019746,F,N,Y,0,67990.42,Working,Secondary / secondary special,Married,House / apartment,-16316,-8219,1,0,0,0,Laborers,2
5019747,F,N,Y,0,53329.78,Working,Secondary / secondary special,Married,Rented apartment,-8551,-414,1,0,0,0,Cooking staff,2
5019748,F,Y,Y,0,74910.61,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18749,-4245,1,0,0,0,Medicine staff,2
5019749,F,Y,Y,0,146112.13,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-12742,-3941,1,0,0,0,Accountants,2
5019750,F,N,N,1,58949.39,Working,Higher education,Married,House / apartment,-15054,-999,1,0,0,0,Core staff,3
5019751,M,N,Y,3,89552.91,Working,Secondary / secondary special,Married,House / apartment,-16197,-4427,1,0,0,0,Sales staff,5
5019752,M,N,Y,1,54282.96,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13447,-2018,1,0,1,0,Medicine staff,3
5019753,F,N,Y,2,35186.14,Working,Secondary / secondary special,Married,House / apartment,-18181,-1789,1,0,0,0,Drivers,4
5019754,F,Y,N,2,67645.54,Working,Secondary / secondary special,Civil marriage,House / apartment,-19815,-464,1,0,0,0,High skill tech staff,4
5019755,M,Y,Y,0,190426.64,Working,Secondary / secondary special,Separated,With parents,-11768,-464,1,0,1,0,Drivers,2
5019756,M,N,Y,1,48641.21,Working,Secondary / secondary special,Married,House / apartment,-21023,-1014,1,0,1,0,Core staff,3
5019757,F,N,Y,2,45105.12,Working,Secondary / secondary special,Married,With parents,-21244,-862,1,0,0,0,Managers,4
5019758,F,N,Y,0,47203.84,Commercial associate,Incomplete higher,Married,House / apartment,-21631,-4983,1,1,0,0,Cleaning staff,2
5019759,M,Y,N,3,180509.26,Commercial associate,Secondary / secondary special,Widow,House / apartment,-11098,-109,1,1,0,0,Cooking staff,5
5019760,F,Y,N,4,127093.93,Pensioner,Incomplete higher,Widow,Municipal apartment,-12846,365243,1,0,1,1,Sales staff,6
5019761,F,Y,N,1,100393.77,Working,Secondary / secondary special,Single / not married,With parents,-15808,-950,1,0,1,1,Cooking staff,2
5019762,F,Y,Y,0,143939.66,Commercial associate,Secondary / secondary special,Married,House / apartment,-12885,-710,1,0,0,1,Managers,2
5019763,M,N,Y,0,115072.56,Commercial associate,Secondary / secondary special,Separated,Rented apartment,-21176,-29,1,0,0,0,Cleaning staff,2
5019764,M,N,N,1,69277.97,Commercial associate,Higher education,Married,House / apartment,-9806,-1458,1,0,1,0,Medicine staff,3
5019765,M,Y,Y,0,58392.47,Working,Secondary / secondary special,Married,House / apartment,-17050,-803,1,1,0,0,Accountants,2
5019766,M,N,Y,0,122312.38,Working,Secondary / secondary special,Married,House / apartment,-18648,-1680,1,0,0,0,Drivers,2
5019767,M,N,N,0,77322.4,Working,Higher education,Separated,Rented apartment,-17914,-1792,1,0,1,0,Cleaning staff,2
5019768,F,Y,Y,1,46241.66,State servant,Incomplete higher,Widow,House / apartment,-15609,-3519,1,0,1,0,Core staff,3
5019769,M,N,Y,1,95038.85,Working,Secondary / secondary special,Civil marriage,House / apartment,-20116,-481,1,0,0,0,Laborers,3
5019770,F,Y,Y,1,62334.64,Commercial associate,Lower secondary,Married,With parents,-20480,-3020,1,0,0,0,High skill tech staff,3
5019771,F,N,Y,0,127432.88,Pensioner,Higher education,Separated,House / apartment,-14216,365243,1,0,1,0,Laborers,2
5019772,M,Y,N,3,45077.63,State servant,Incomplete higher,Married,House / apartment,-11920,-1860,1,0,1,0,Managers,5
5019773,F,Y,Y,0,97151.97,State servant,Higher education,Single / not married,Municipal apartment,-11925,-542,1,0,0,0,Medicine staff,1
5019774,F,N,Y,1,79228.23,Commercial associate,Secondary / secondary special,Separated,Co-op apartment,-10939,-984,1,0,0,0,Sales staff,3
5019775,F,Y,N,0,80127.45,Working,Secondary / secondary special,Married,House / apartment,-12231,-5098,1,0,0,1,Private service staff,2
5019776,M,Y,N,0,84038.15,Commercial associate,Secondary / secondary special,Married,House / apartment,-20239,-580,1,0,1,0,Laborers,2
5019777,F,Y,N,3,66431.1,Working,Secondary / secondary special,Civil marriage,House / apartment,-8761,-3926,1,0,0,0,Cooking staff,5
5019778,M,N,N,1,93963.4,Commercial associate,Academic degree,Married,House / apartment,-19153,-516,1,0,0,0,Cleaning staff,3
5019779,F,N,Y,0,84171.33,Working,Secondary / secondary special,Married,Co-op apartment,-11335,-758,1,0,0,0,Accountants,2
5019780,M,Y,N,2,77467.64,Pensioner,Secondary / secondary special,Married,House / apartment,-21712,365243,1,1,1,0,Cleaning staff,4
5019781,F,Y,N,0,133680.21,Working,Secondary / secondary special,Married,House / apartment,-18728,-3325,1,0,0,0,Cooking staff,2
5019782,M,N,N,0,37361.44,Pensioner,Secondary / secondary special,Separated,With parents,-18499,365243,1,0,0,0,Medicine staff,2
5019783,M,Y,Y,0,98062.26,State servant,Higher education,Single / not married,House / apartment,-15087,-636,1,0,0,0,Core staff,1
5019784,F,N,Y,0,81677.78,Commercial associate,Secondary / secondary special,Married,House / apartment,-20839,-2996,1,1,1,0,Core staff,2
5019785,F,Y,Y,0,93987.1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10356,365243,1,1,0,0,Core staff,1
5019786,M,N,N,0,98835.73,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18494,-3726,1,0,0,1,Managers,1
5019787,M,N,Y,1,101717.1,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-15585,365243,1,0,0,0,High skill tech staff,3
5019788,F,Y,N,0,60323.26,Working,Secondary / secondary special,Married,Co-op apartment,-16559,-1755,1,1,0,0,Drivers,2
5019789,F,N,Y,0,52793.51,Student,Secondary / secondary special,Civil marriage,House / apartment,-15290,-1118,1,0,0,0,High skill tech staff,2
5019790,M,N,Y,0,92584.17,Pensioner,Secondary / secondary special,Married,House / apartment,-18407,365243,1,0,0,0,Laborers,2
5019791,F,Y,N,0,152933.35,Pensioner,Secondary / secondary special,Married,House / apartment,-13475,365243,1,0,0,1,Managers,2
5019792,F,Y,N,2,65945.28,Working,Secondary / secondary special,Separated,Municipal apartment,-20878,-123,1,0,0,0,Drivers,4
5019793,M,Y,Y,0,44077.76,Working,Higher education,Married,House / apartment,-11570,-389,1,0,0,0,Sales staff,2
5019794,F,N,N,0,108585.85,Working,Secondary / secondary special,Separated,Municipal apartment,-16466,-4662,1,1,1,0,Managers,2
5019795,F,Y,N,0,48199.14,Working,Secondary / secondary special,Married,House / apartment,-17151,-880,1,1,0,0,High skill tech staff,2
5019796,F,N,Y,3,85513.0,State servant,Secondary / secondary special,Married,House / apartment,-15849,-601,1,0,1,0,High skill tech staff,5
5019797,M,N,N,0,44315.44,Commercial associate,Secondary / secondary special,Married,House / apartment,-11458,-8027,1,0,0,0,Medicine staff,2
5019798,F,N,Y,0,63316.47,Pensioner,Higher education,Married,House / apartment,-12260,365243,1,0,1,0,Security staff,2
5019799,M,N,N,0,72688.23,Commercial associate,Secondary / secondary special,Married,House / apartment,-14203,-4933,1,0,0,0,Laborers,2
5019800,F,N,Y,2,63068.28,State servant,Secondary / secondary special,Married,Municipal apartment,-11080,-3783,1,0,0,0,Accountants,4
5019801,M,N,Y,0,82182.03,State servant,Higher education,Civil marriage,House / apartment,-21685,-1616,1,0,0,1,High skill tech staff,2
5019802,F,N,Y,1,85820.55,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15140,-2067,1,1,0,0,Sales staff,3
5019803,F,Y,Y,1,56649.82,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18248,-1239,1,0,0,0,Managers,3
5019804,M,Y,Y,0,55542.21,Working,Secondary / secondary special,Married,House / apartment,-17444,-3921,1,0,0,0,Security staff,2
5019805,F,Y,Y,2,137529.47,State servant,Secondary / secondary special,Married,House / apartment,-22843,-1523,1,0,1,0,Cooking staff,4
5019806,F,N,Y,0,64949.34,Pensioner,Higher education,Married,Rented apartment,-8284,365243,1,0,0,0,High skill tech staff,2
5019807,M,Y,Y,3,84802.86,Working,Higher education,Married,House / apartment,-16574,-2304,1,0,1,0,Managers,5
5019808,F,Y,Y,1,36830.74,Commercial associate,Secondary / secondary special,Widow,House / apartment,-14087,-7183,1,0,1,0,Managers,3
5019809,F,N,Y,2,179546.59,Commercial associate,Higher education,Single / not married,House / apartment,-16803,-8497,1,0,0,0,Security staff,3
5019810,M,N,Y,0,91889.2,Working,Secondary / secondary special,Married,House / apartment,-17532,-656,1,0,0,0,Medicine staff,2
